,order_id,product_id,quantity,date
621,NBXN-49195031,421,24,2024-03-05
622,NBXN-49195031,666,9,2024-03-05
623,NBXN-49195031,487,8,2024-03-05
624,NBXN-49195031,993,14,2024-03-05
625,NBXN-49195031,1641,8,2024-03-05
626,QGQN-87248408,870,15,2024-03-05
627,QGQN-87248408,14,15,2024-03-05
628,QGQN-87248408,1411,6,2024-03-05
629,QGQN-87248408,1353,15,2024-03-05
630,QGQN-87248408,90,12,2024-03-05
631,QGQN-87248408,1341,14,2024-03-05
632,QGQN-87248408,1514,30,2024-03-05
633,QGQN-87248408,595,12,2024-03-05
634,QGQN-87248408,1286,9,2024-03-05
635,QGQN-87248408,633,17,2024-03-05
636,QGQN-87248408,517,9,2024-03-05
637,PAWI-97934067,504,20,2024-03-05
638,PAWI-97934067,519,8,2024-03-05
639,PAWI-97934067,1271,22,2024-03-05
640,PAWI-97934067,589,6,2024-03-05
641,UVVM-77624217,1188,18,2024-03-05
642,UVVM-77624217,523,16,2024-03-05
643,UVVM-77624217,1644,2,2024-03-05
644,UVVM-77624217,1375,10,2024-03-05
645,UVVM-77624217,38,2,2024-03-05
646,SXYF-81419327,1009,17,2024-03-05
647,SXYF-81419327,581,10,2024-03-05
648,SXYF-81419327,1260,12,2024-03-05
649,SXYF-81419327,499,19,2024-03-05
650,SXYF-81419327,627,26,2024-03-05
651,SXYF-81419327,500,16,2024-03-05
652,SXYF-81419327,565,20,2024-03-05
653,SXYF-81419327,1381,22,2024-03-05
654,SXYF-81419327,236,17,2024-03-05
655,SXYF-81419327,567,44,2024-03-05
656,SXYF-81419327,756,28,2024-03-05
657,SXYF-81419327,239,42,2024-03-05
658,SXYF-81419327,763,5,2024-03-05
659,SXYF-81419327,1428,18,2024-03-05
660,SXYF-81419327,536,8,2024-03-05
661,SXYF-81419327,556,24,2024-03-05
662,SXYF-81419327,863,9,2024-03-05
663,SXYF-81419327,559,36,2024-03-05
664,SXYF-81419327,1449,7,2024-03-05
665,SXYF-81419327,1076,42,2024-03-05
666,UJNB-37647762,587,9,2024-03-05
667,UJNB-37647762,534,18,2024-03-05
668,UJNB-37647762,424,22,2024-03-05
669,UJNB-37647762,404,17,2024-03-05
670,UJNB-37647762,816,19,2024-03-05
671,UJNB-37647762,1655,13,2024-03-05
672,UJNB-37647762,875,14,2024-03-05
673,UJNB-37647762,1030,3,2024-03-05
674,UJNB-37647762,167,17,2024-03-05
675,UJNB-37647762,269,24,2024-03-05
676,UJNB-37647762,815,11,2024-03-05
677,UJNB-37647762,90,21,2024-03-05
678,UJNB-37647762,34,26,2024-03-05
679,STST-54109804,457,20,2024-03-05
680,STST-54109804,532,10,2024-03-05
681,STST-54109804,1662,11,2024-03-05
682,STST-54109804,551,11,2024-03-05
683,STST-54109804,1479,15,2024-03-05
684,STST-54109804,911,32,2024-03-05
685,STST-54109804,212,4,2024-03-05
686,STST-54109804,1665,42,2024-03-05
687,STST-54109804,384,40,2024-03-05
688,STST-54109804,282,44,2024-03-05
689,STST-54109804,596,9,2024-03-05
690,STST-54109804,485,18,2024-03-05
691,STST-54109804,509,44,2024-03-05
692,STST-54109804,486,19,2024-03-05
693,GYWO-89404567,405,19,2024-03-05
694,GYWO-89404567,316,44,2024-03-05
695,GYWO-89404567,1543,18,2024-03-05
696,GYWO-89404567,1595,44,2024-03-05
697,GYWO-89404567,1350,17,2024-03-05
698,GYWO-89404567,164,16,2024-03-05
699,GYWO-89404567,431,34,2024-03-05
700,GYWO-89404567,228,5,2024-03-05
701,GYWO-89404567,508,44,2024-03-05
702,GYWO-89404567,287,19,2024-03-05
703,GYWO-89404567,1630,18,2024-03-05
704,GYWO-89404567,1541,16,2024-03-05
705,LTUP-23523349,435,42,2024-03-06
706,LTUP-23523349,602,11,2024-03-06
707,LTUP-23523349,1269,18,2024-03-06
708,LTUP-23523349,465,3,2024-03-06
709,LTUP-23523349,1574,4,2024-03-06
710,LTUP-23523349,570,38,2024-03-06
711,LTUP-23523349,189,30,2024-03-06
712,LTUP-23523349,87,4,2024-03-06
713,LTUP-23523349,1621,4,2024-03-06
714,LTUP-23523349,27,24,2024-03-06
715,LTUP-23523349,820,15,2024-03-06
716,LTUP-23523349,469,21,2024-03-06
717,LTUP-23523349,167,19,2024-03-06
718,LTUP-23523349,1233,19,2024-03-06
719,FDFV-66935725,351,21,2024-03-06
720,FDFV-66935725,1320,40,2024-03-06
721,FDFV-66935725,1190,18,2024-03-06
722,FDFV-66935725,226,5,2024-03-06
723,FDFV-66935725,1417,16,2024-03-06
724,FDFV-66935725,524,22,2024-03-06
725,FDFV-66935725,236,16,2024-03-06
726,FDFV-66935725,761,4,2024-03-06
727,FDFV-66935725,470,18,2024-03-06
728,FDFV-66935725,1395,6,2024-03-06
729,FDFV-66935725,894,10,2024-03-06
730,FDFV-66935725,927,36,2024-03-06
731,FDFV-66935725,1231,9,2024-03-06
732,FDFV-66935725,635,18,2024-03-06
733,FDFV-66935725,786,20,2024-03-06
734,OZWG-60209836,1237,19,2024-03-06
735,OZWG-60209836,635,8,2024-03-06
736,OZWG-60209836,793,14,2024-03-06
737,OZWG-60209836,261,19,2024-03-06
738,OZWG-60209836,817,22,2024-03-06
739,OZWG-60209836,583,12,2024-03-06
740,OZWG-60209836,116,13,2024-03-06
741,OZWG-60209836,492,15,2024-03-06
742,OZWG-60209836,1025,3,2024-03-06
743,OZWG-60209836,896,18,2024-03-06
744,OZWG-60209836,710,15,2024-03-06
745,OZWG-60209836,446,4,2024-03-06
746,OZWG-60209836,592,16,2024-03-06
747,OZWG-60209836,1403,24,2024-03-06
748,OZWG-60209836,799,20,2024-03-06
749,OZWG-60209836,518,13,2024-03-06
750,EWUD-39727928,572,36,2024-03-06
751,EWUD-39727928,1047,4,2024-03-06
752,EWUD-39727928,838,7,2024-03-06
753,EWUD-39727928,261,17,2024-03-06
754,EWUD-39727928,264,38,2024-03-06
755,EWUD-39727928,583,16,2024-03-06
756,EWUD-39727928,756,30,2024-03-06
757,EWUD-39727928,1656,13,2024-03-06
758,EWUD-39727928,1408,7,2024-03-06
759,EWUD-39727928,476,13,2024-03-06
760,EWUD-39727928,1602,10,2024-03-06
761,FBOY-00784840,443,4,2024-03-06
762,FBOY-00784840,763,9,2024-03-06
763,FBOY-00784840,818,14,2024-03-06
764,FBOY-00784840,650,10,2024-03-06
765,FBOY-00784840,502,14,2024-03-06
766,FBOY-00784840,457,22,2024-03-06
767,FBOY-00784840,513,11,2024-03-06
768,FBOY-00784840,816,18,2024-03-06
769,FBOY-00784840,648,13,2024-03-06
770,FBOY-00784840,278,20,2024-03-06
771,FBOY-00784840,1053,18,2024-03-06
772,FBOY-00784840,1675,11,2024-03-06
773,FBOY-00784840,210,3,2024-03-06
774,FBOY-00784840,1083,2,2024-03-06
775,ZRCV-04699238,1102,30,2024-03-06
776,ZRCV-04699238,933,7,2024-03-06
777,ZRCV-04699238,1474,22,2024-03-06
778,ZRCV-04699238,333,16,2024-03-06
779,ZRCV-04699238,1315,16,2024-03-06
780,ZRCV-04699238,1549,11,2024-03-06
781,ZRCV-04699238,1011,18,2024-03-06
782,ZRCV-04699238,1657,40,2024-03-06
783,ZRCV-04699238,509,42,2024-03-06
784,ZRCV-04699238,579,11,2024-03-06
785,ZRCV-04699238,1513,18,2024-03-06
786,ZRCV-04699238,644,28,2024-03-06
787,ZRCV-04699238,911,22,2024-03-06
788,ZRCV-04699238,1136,9,2024-03-06
789,ZRCV-04699238,1574,4,2024-03-06
790,ZRCV-04699238,1457,15,2024-03-06
791,ZRCV-04699238,1589,18,2024-03-06
792,ZRCV-04699238,1539,19,2024-03-06
793,KBEJ-06296115,448,10,2024-03-06
794,KBEJ-06296115,740,13,2024-03-06
795,KBEJ-06296115,1627,22,2024-03-06
796,KBEJ-06296115,569,28,2024-03-06
797,KBEJ-06296115,386,5,2024-03-06
798,KBEJ-06296115,532,21,2024-03-06
799,KBEJ-06296115,492,10,2024-03-06
800,KBEJ-06296115,930,30,2024-03-06
801,KBEJ-06296115,162,19,2024-03-06
802,KBEJ-06296115,242,44,2024-03-06
803,KBEJ-06296115,233,6,2024-03-06
804,KBEJ-06296115,1100,30,2024-03-06
805,KBEJ-06296115,649,17,2024-03-06
806,KBEJ-06296115,667,12,2024-03-06
807,KBEJ-06296115,1369,10,2024-03-06
808,ZBFQ-34865401,350,22,2024-03-06
809,ZBFQ-34865401,1671,3,2024-03-06
810,ZBFQ-34865401,765,18,2024-03-06
811,ZBFQ-34865401,547,11,2024-03-06
812,ZBFQ-34865401,1638,22,2024-03-06
813,ZBFQ-34865401,589,11,2024-03-06
814,ZBFQ-34865401,588,11,2024-03-06
815,ZBFQ-34865401,1282,8,2024-03-06
816,ZBFQ-34865401,1599,4,2024-03-06
817,ZBFQ-34865401,435,38,2024-03-06
818,ZBFQ-34865401,824,4,2024-03-06
819,ZBFQ-34865401,1641,44,2024-03-06
820,ZBFQ-34865401,294,13,2024-03-06
821,ZBFQ-34865401,929,32,2024-03-06
822,ZBFQ-34865401,1651,22,2024-03-06
823,NONM-22962144,1594,30,2024-03-06
824,NONM-22962144,780,13,2024-03-06
825,NONM-22962144,1549,18,2024-03-06
826,NONM-22962144,1591,20,2024-03-06
827,NONM-22962144,1639,16,2024-03-06
828,NONM-22962144,976,20,2024-03-06
829,NONM-22962144,244,36,2024-03-06
830,NONM-22962144,1363,9,2024-03-06
831,NONM-22962144,1467,32,2024-03-06
832,NONM-22962144,553,32,2024-03-06
833,NONM-22962144,543,12,2024-03-06
834,NONM-22962144,1521,9,2024-03-06
835,NONM-22962144,180,22,2024-03-06
836,NONM-22962144,1147,8,2024-03-06
837,NONM-22962144,514,22,2024-03-06
838,NONM-22962144,379,16,2024-03-06
839,NONM-22962144,306,22,2024-03-06
840,NONM-22962144,135,9,2024-03-06
841,NONM-22962144,258,14,2024-03-06
842,NONM-22962144,992,34,2024-03-06
843,SQHG-89314806,553,40,2024-03-06
844,SQHG-89314806,1001,22,2024-03-06
845,SQHG-89314806,1423,12,2024-03-06
846,SQHG-89314806,1319,30,2024-03-06
847,SQHG-89314806,1670,3,2024-03-06
848,SQHG-89314806,607,18,2024-03-06
849,SQHG-89314806,1479,20,2024-03-06
850,SQHG-89314806,78,42,2024-03-06
851,SQHG-89314806,653,15,2024-03-06
852,SQHG-89314806,134,18,2024-03-06
853,SQHG-89314806,360,44,2024-03-06
854,SQHG-89314806,798,12,2024-03-06
855,SQHG-89314806,1337,9,2024-03-06
856,SQHG-89314806,461,18,2024-03-06
857,SQHG-89314806,1332,38,2024-03-06
858,SQHG-89314806,492,11,2024-03-06
859,SQHG-89314806,777,16,2024-03-06
860,SQHG-89314806,202,13,2024-03-06
861,SQHG-89314806,374,30,2024-03-06
862,LOIF-61240616,559,26,2024-03-06
863,LOIF-61240616,1532,12,2024-03-06
864,LOIF-61240616,219,28,2024-03-06
865,LOIF-61240616,1466,16,2024-03-06
866,LOIF-61240616,269,16,2024-03-06
867,LOIF-61240616,1383,44,2024-03-06
868,LOIF-61240616,499,14,2024-03-06
869,LOIF-61240616,1319,26,2024-03-06
870,LOIF-61240616,1381,28,2024-03-06
871,LOIF-61240616,648,9,2024-03-06
872,LOIF-61240616,502,10,2024-03-06
873,LOIF-61240616,596,19,2024-03-06
874,SJEF-89681922,1303,19,2024-03-06
875,SJEF-89681922,556,34,2024-03-06
876,SJEF-89681922,1029,5,2024-03-06
877,SJEF-89681922,1355,8,2024-03-06
878,SJEF-89681922,543,9,2024-03-06
879,SJEF-89681922,1590,18,2024-03-06
880,SJEF-89681922,578,9,2024-03-06
881,SJEF-89681922,315,36,2024-03-06
882,SJEF-89681922,330,14,2024-03-06
883,SJEF-89681922,294,10,2024-03-06
884,SJEF-89681922,922,18,2024-03-06
885,SJEF-89681922,1591,22,2024-03-06
886,SJEF-89681922,264,16,2024-03-06
887,SJEF-89681922,802,16,2024-03-06
888,SJEF-89681922,1651,11,2024-03-06
889,SJEF-89681922,1650,19,2024-03-06
890,SJEF-89681922,568,34,2024-03-06
891,SJEF-89681922,1588,21,2024-03-06
892,TWCP-17420185,1335,16,2024-03-06
893,TWCP-17420185,294,13,2024-03-06
894,TWCP-17420185,792,10,2024-03-06
895,TWCP-17420185,17,38,2024-03-06
896,TWCP-17420185,1273,22,2024-03-06
897,TWCP-17420185,934,20,2024-03-06
898,TWCP-17420185,1357,19,2024-03-06
899,TWCP-17420185,282,26,2024-03-06
900,TWCP-17420185,209,4,2024-03-06
901,TWCP-17420185,954,3,2024-03-06
902,TWCP-17420185,495,22,2024-03-06
903,TWCP-17420185,559,36,2024-03-06
904,TWCP-17420185,1613,11,2024-03-06
905,TWCP-17420185,578,4,2024-03-06
906,TWCP-17420185,826,10,2024-03-06
907,QUYQ-67030878,794,15,2024-03-06
908,QUYQ-67030878,96,38,2024-03-06
909,QUYQ-67030878,858,20,2024-03-06
910,QUYQ-67030878,416,40,2024-03-06
911,QUYQ-67030878,1675,20,2024-03-06
912,QUYQ-67030878,1513,40,2024-03-06
913,QUYQ-67030878,313,42,2024-03-06
914,QUYQ-67030878,1369,15,2024-03-06
915,QUYQ-67030878,617,40,2024-03-06
916,QUYQ-67030878,521,10,2024-03-06
917,QUYQ-67030878,514,19,2024-03-06
918,QUYQ-67030878,461,21,2024-03-06
919,QUYQ-67030878,1099,8,2024-03-06
920,QUYQ-67030878,221,34,2024-03-06
921,QUYQ-67030878,505,18,2024-03-06
922,QUYQ-67030878,167,22,2024-03-06
923,QUYQ-67030878,1476,8,2024-03-06
924,QUYQ-67030878,1479,21,2024-03-06
925,QUYQ-67030878,306,8,2024-03-06
926,ECOI-95305359,794,21,2024-03-07
927,ECOI-95305359,543,12,2024-03-07
928,ECOI-95305359,607,14,2024-03-07
929,ECOI-95305359,264,44,2024-03-07
930,ECOI-95305359,1658,30,2024-03-07
931,ECOI-95305359,220,38,2024-03-07
932,ECOI-95305359,1563,20,2024-03-07
933,ECOI-95305359,357,4,2024-03-07
934,ECOI-95305359,1649,42,2024-03-07
935,ECOI-95305359,151,8,2024-03-07
936,ECOI-95305359,374,40,2024-03-07
937,ECOI-95305359,658,32,2024-03-07
938,PVEY-15099285,1244,19,2024-03-07
939,PVEY-15099285,1630,16,2024-03-07
940,PVEY-15099285,1591,36,2024-03-07
941,PVEY-15099285,1667,20,2024-03-07
942,PVEY-15099285,673,30,2024-03-07
943,PVEY-15099285,1445,10,2024-03-07
944,PVEY-15099285,1631,21,2024-03-07
945,PVEY-15099285,1346,11,2024-03-07
946,PVEY-15099285,911,28,2024-03-07
947,PVEY-15099285,910,44,2024-03-07
948,PVEY-15099285,512,17,2024-03-07
949,HREJ-84748257,649,21,2024-03-07
950,HREJ-84748257,496,8,2024-03-07
951,HREJ-84748257,48,13,2024-03-07
952,HREJ-84748257,528,19,2024-03-07
953,HREJ-84748257,1011,10,2024-03-07
954,HREJ-84748257,1165,12,2024-03-07
955,HREJ-84748257,782,11,2024-03-07
956,HREJ-84748257,1236,22,2024-03-07
957,HREJ-84748257,1005,8,2024-03-07
958,HREJ-84748257,1250,14,2024-03-07
959,HREJ-84748257,434,24,2024-03-07
960,HREJ-84748257,1672,4,2024-03-07
961,HREJ-84748257,254,11,2024-03-07
962,HREJ-84748257,1595,22,2024-03-07
963,HREJ-84748257,929,22,2024-03-07
964,HREJ-84748257,762,10,2024-03-07
965,HREJ-84748257,597,17,2024-03-07
966,VKCL-49718185,1644,2,2024-03-07
967,VKCL-49718185,382,22,2024-03-07
968,VKCL-49718185,528,10,2024-03-07
969,VKCL-49718185,492,10,2024-03-07
970,VKCL-49718185,827,6,2024-03-07
971,YSME-13230307,202,22,2024-03-07
972,YSME-13230307,1674,22,2024-03-07
973,YSME-13230307,1214,19,2024-03-07
974,YSME-13230307,180,18,2024-03-07
975,YSME-13230307,1420,42,2024-03-07
976,YSME-13230307,1423,10,2024-03-07
977,YSME-13230307,1227,4,2024-03-07
978,YSME-13230307,168,22,2024-03-07
979,YSME-13230307,320,24,2024-03-07
980,YSME-13230307,1436,44,2024-03-07
981,YSME-13230307,935,28,2024-03-07
982,YSME-13230307,451,9,2024-03-07
983,MBPC-08622706,512,11,2024-03-07
984,MBPC-08622706,1102,16,2024-03-07
985,MBPC-08622706,649,13,2024-03-07
986,MBPC-08622706,686,16,2024-03-07
987,MBPC-08622706,1445,9,2024-03-07
988,MBPC-08622706,352,13,2024-03-07
989,MBPC-08622706,197,10,2024-03-07
990,MBPC-08622706,1563,16,2024-03-07
991,MBPC-08622706,1335,12,2024-03-07
992,MBPC-08622706,405,15,2024-03-07
993,MBPC-08622706,1172,20,2024-03-07
994,MBPC-08622706,1583,4,2024-03-07
995,MBPC-08622706,1399,22,2024-03-07
996,MBPC-08622706,1489,9,2024-03-07
997,MBPC-08622706,821,28,2024-03-07
998,MBPC-08622706,1049,19,2024-03-07
999,MBPC-08622706,1187,14,2024-03-07
1000,MBPC-08622706,1594,22,2024-03-07
1001,MBPC-08622706,1585,4,2024-03-07
1002,MBPC-08622706,53,22,2024-03-07
1003,BPXU-92126169,294,19,2024-03-07
1004,BPXU-92126169,1062,4,2024-03-07
1005,BPXU-92126169,504,38,2024-03-07
1006,BPXU-92126169,800,13,2024-03-07
1007,BPXU-92126169,897,12,2024-03-07
1008,BPXU-92126169,189,24,2024-03-07
1009,BPXU-92126169,615,12,2024-03-07
1010,BPXU-92126169,798,13,2024-03-07
1011,BPXU-92126169,756,32,2024-03-07
1012,BPXU-92126169,1604,3,2024-03-07
1013,BPXU-92126169,353,10,2024-03-07
1014,BPXU-92126169,268,16,2024-03-07
1015,BPXU-92126169,1188,18,2024-03-07
1016,BPXU-92126169,1309,4,2024-03-07
1017,BPXU-92126169,985,19,2024-03-07
1018,BPXU-92126169,600,17,2024-03-07
1019,BPXU-92126169,277,20,2024-03-07
1020,BPXU-92126169,1072,10,2024-03-07
1021,MFXL-78337954,872,4,2024-03-07
1022,MFXL-78337954,11,28,2024-03-07
1023,MFXL-78337954,1042,14,2024-03-07
1024,MFXL-78337954,1334,16,2024-03-07
1025,MFXL-78337954,500,14,2024-03-07
1026,MFXL-78337954,1196,8,2024-03-07
1027,MFXL-78337954,274,20,2024-03-07
1028,MFXL-78337954,904,20,2024-03-07
1029,MFXL-78337954,405,20,2024-03-07
1030,MFXL-78337954,407,22,2024-03-07
1031,MFXL-78337954,1366,14,2024-03-07
1032,MFXL-78337954,261,17,2024-03-07
1033,MFXL-78337954,1466,26,2024-03-07
1034,MFXL-78337954,1645,42,2024-03-07
1035,MFXL-78337954,419,14,2024-03-07
1036,MFXL-78337954,1266,14,2024-03-07
1037,PKGL-53556471,659,22,2024-03-07
1038,PKGL-53556471,514,10,2024-03-07
1039,PKGL-53556471,1135,13,2024-03-07
1040,PKGL-53556471,449,18,2024-03-07
1041,PKGL-53556471,1633,16,2024-03-07
1042,PKGL-53556471,1370,16,2024-03-07
1043,PKGL-53556471,931,38,2024-03-07
1044,PKGL-53556471,1559,26,2024-03-07
1045,PKGL-53556471,1311,8,2024-03-07
1046,PKGL-53556471,1352,13,2024-03-07
1047,PKGL-53556471,860,26,2024-03-07
1048,PKGL-53556471,217,40,2024-03-07
1049,PKGL-53556471,750,22,2024-03-07
1050,PKGL-53556471,1545,20,2024-03-07
1051,PKGL-53556471,45,19,2024-03-07
1052,PKGL-53556471,1399,17,2024-03-07
1053,PKGL-53556471,502,22,2024-03-07
1054,WLRP-42176390,877,19,2024-03-07
1055,WLRP-42176390,451,14,2024-03-07
1056,WLRP-42176390,167,20,2024-03-07
1057,WLRP-42176390,974,26,2024-03-07
1058,WLRP-42176390,579,8,2024-03-07
1059,WLRP-42176390,459,3,2024-03-07
1060,WLRP-42176390,217,32,2024-03-07
1061,WLRP-42176390,578,4,2024-03-07
1062,WLRP-42176390,237,8,2024-03-07
1063,WLRP-42176390,1647,36,2024-03-07
1064,WLRP-42176390,580,8,2024-03-07
1065,WLRP-42176390,895,15,2024-03-07
1066,WLRP-42176390,39,22,2024-03-07
1067,WLRP-42176390,329,17,2024-03-07
1068,WLRP-42176390,52,22,2024-03-07
1069,WLRP-42176390,617,40,2024-03-07
1070,WLRP-42176390,566,32,2024-03-07
1071,TRBS-22489846,1630,14,2024-03-07
1072,TRBS-22489846,1601,11,2024-03-07
1073,TRBS-22489846,552,26,2024-03-07
1074,TRBS-22489846,840,8,2024-03-07
1075,TRBS-22489846,422,32,2024-03-07
1076,TRBS-22489846,1445,4,2024-03-07
1077,TRBS-22489846,308,8,2024-03-07
1078,TRBS-22489846,1656,11,2024-03-07
1079,TRBS-22489846,1240,18,2024-03-07
1080,TRBS-22489846,310,9,2024-03-07
1081,TRBS-22489846,479,20,2024-03-07
1082,TRBS-22489846,619,24,2024-03-07
1083,TRBS-22489846,1594,30,2024-03-07
1084,TRBS-22489846,648,22,2024-03-07
1085,TRBS-22489846,649,10,2024-03-07
1086,TRBS-22489846,616,19,2024-03-07
1087,TRBS-22489846,543,16,2024-03-07
1088,TRBS-22489846,910,24,2024-03-07
1089,EDEY-65410510,878,18,2024-03-07
1090,EDEY-65410510,650,15,2024-03-07
1091,EDEY-65410510,1505,24,2024-03-07
1092,EDEY-65410510,1171,36,2024-03-07
1093,EDEY-65410510,1438,20,2024-03-07
1094,EDEY-65410510,10,28,2024-03-07
1095,EDEY-65410510,870,8,2024-03-07
1096,EDEY-65410510,1581,2,2024-03-07
1097,EDEY-65410510,669,32,2024-03-07
1098,EDEY-65410510,1545,44,2024-03-07
1099,EDEY-65410510,786,19,2024-03-07
1100,EDEY-65410510,575,6,2024-03-07
1101,NTEZ-56009373,517,18,2024-03-07
1102,NTEZ-56009373,604,9,2024-03-07
1103,NTEZ-56009373,271,28,2024-03-07
1104,NTEZ-56009373,1663,36,2024-03-07
1105,NTEZ-56009373,763,7,2024-03-07
1106,NTEZ-56009373,456,34,2024-03-07
1107,NTEZ-56009373,756,22,2024-03-07
1108,NTEZ-56009373,1576,4,2024-03-07
1109,NTEZ-56009373,1137,21,2024-03-07
1110,NTEZ-56009373,1479,15,2024-03-07
1111,NTEZ-56009373,1009,15,2024-03-07
1112,NTEZ-56009373,448,8,2024-03-07
1113,NTEZ-56009373,211,3,2024-03-07
1114,OTFZ-16952196,520,5,2024-03-07
1115,OTFZ-16952196,248,2,2024-03-07
1116,OTFZ-16952196,79,28,2024-03-07
1117,OTFZ-16952196,579,11,2024-03-07
1118,OTFZ-16952196,514,17,2024-03-07
1119,OTFZ-16952196,1233,8,2024-03-07
1120,OTFZ-16952196,446,5,2024-03-07
1121,OTFZ-16952196,1599,8,2024-03-07
1122,OTFZ-16952196,1268,15,2024-03-07
1123,OTFZ-16952196,485,12,2024-03-07
1124,OTFZ-16952196,791,17,2024-03-07
1125,OTFZ-16952196,477,16,2024-03-07
1126,OTFZ-16952196,782,20,2024-03-07
1127,HCNJ-19162518,1594,10,2024-03-08
1128,HCNJ-19162518,1008,11,2024-03-08
1129,HCNJ-19162518,601,5,2024-03-08
1130,HCNJ-19162518,520,5,2024-03-08
1131,HCNJ-19162518,556,24,2024-03-08
1132,BKWO-98301947,1286,8,2024-03-09
1133,BKWO-98301947,594,21,2024-03-09
1134,BKWO-98301947,1302,9,2024-03-09
1135,BKWO-98301947,1438,26,2024-03-09
1136,BKWO-98301947,583,15,2024-03-09
1137,BKWO-98301947,602,22,2024-03-09
1138,BKWO-98301947,1567,36,2024-03-09
1139,BKWO-98301947,77,16,2024-03-09
1140,BKWO-98301947,405,19,2024-03-09
1141,BKWO-98301947,504,20,2024-03-09
1142,BKWO-98301947,542,20,2024-03-09
1143,BKWO-98301947,322,20,2024-03-09
1144,BKWO-98301947,1622,14,2024-03-09
1145,BKWO-98301947,470,21,2024-03-09
1146,BKWO-98301947,368,2,2024-03-09
1147,BKWO-98301947,890,12,2024-03-09
1148,BKWO-98301947,282,34,2024-03-09
1149,BKWO-98301947,1086,4,2024-03-09
1150,QPLK-54839036,489,11,2024-03-10
1151,QPLK-54839036,594,6,2024-03-10
1152,QPLK-54839036,670,16,2024-03-10
1153,QPLK-54839036,469,9,2024-03-10
1154,QPLK-54839036,1302,5,2024-03-10
1155,QPLK-54839036,1309,5,2024-03-10
1156,QPLK-54839036,134,4,2024-03-10
1157,QPLK-54839036,1659,10,2024-03-10
1158,MAQJ-95867467,317,16,2024-03-10
1159,MAQJ-95867467,1565,12,2024-03-10
1160,MAQJ-95867467,1039,28,2024-03-10
1161,MAQJ-95867467,1613,9,2024-03-10
1162,MAQJ-95867467,1354,13,2024-03-10
1163,MAQJ-95867467,570,38,2024-03-10
1164,MAQJ-95867467,306,14,2024-03-10
1165,MAQJ-95867467,495,18,2024-03-10
1166,MAQJ-95867467,1392,34,2024-03-10
1167,MAQJ-95867467,624,28,2024-03-10
1168,MAQJ-95867467,567,42,2024-03-10
1169,MAQJ-95867467,751,12,2024-03-10
1170,KHLF-51759445,383,42,2024-03-10
1171,KHLF-51759445,640,40,2024-03-10
1172,KHLF-51759445,1484,3,2024-03-10
1173,KHLF-51759445,225,7,2024-03-10
1174,KHLF-51759445,1325,42,2024-03-10
1175,KHLF-51759445,504,36,2024-03-10
1176,KHLF-51759445,513,10,2024-03-10
1177,KHLF-51759445,998,28,2024-03-10
1178,KHLF-51759445,75,18,2024-03-10
1179,KHLF-51759445,707,9,2024-03-10
1180,KHLF-51759445,763,11,2024-03-10
1181,KHLF-51759445,617,28,2024-03-10
1182,KHLF-51759445,1023,9,2024-03-10
1183,KHLF-51759445,1189,21,2024-03-10
1184,KHLF-51759445,1315,42,2024-03-10
1185,ZNWT-98217250,913,18,2024-03-11
1186,ZNWT-98217250,969,12,2024-03-11
1187,ZNWT-98217250,620,40,2024-03-11
1188,ZNWT-98217250,548,19,2024-03-11
1189,ZNWT-98217250,759,42,2024-03-11
1190,ZNWT-98217250,877,18,2024-03-11
1191,ZNWT-98217250,91,30,2024-03-11
1192,ZNWT-98217250,421,44,2024-03-11
1193,ZNWT-98217250,118,12,2024-03-11
1194,ZNWT-98217250,483,19,2024-03-11
1195,ZNWT-98217250,819,20,2024-03-11
1196,ZNWT-98217250,1435,44,2024-03-11
1197,ZNWT-98217250,1604,3,2024-03-11
1198,ZNWT-98217250,758,36,2024-03-11
1199,ZNWT-98217250,1295,10,2024-03-11
1200,ZNWT-98217250,998,18,2024-03-11
1201,ZNWT-98217250,1623,15,2024-03-11
1202,ZNWT-98217250,239,26,2024-03-11
1203,ZNWT-98217250,461,20,2024-03-11
1204,OPNC-05762805,556,28,2024-03-11
1205,OPNC-05762805,493,20,2024-03-11
1206,OPNC-05762805,624,22,2024-03-11
1207,OPNC-05762805,505,18,2024-03-11
1208,OPNC-05762805,1364,11,2024-03-11
1209,OPNC-05762805,582,21,2024-03-11
1210,OPNC-05762805,922,40,2024-03-11
1211,OPNC-05762805,1622,10,2024-03-11
1212,OPNC-05762805,765,18,2024-03-11
1213,OPNC-05762805,1277,18,2024-03-11
1214,YJBI-68439326,624,28,2024-03-11
1215,YJBI-68439326,391,6,2024-03-11
1216,YJBI-68439326,787,16,2024-03-11
1217,YJBI-68439326,334,12,2024-03-11
1218,YJBI-68439326,769,10,2024-03-11
1219,YJBI-68439326,408,34,2024-03-11
1220,YJBI-68439326,1320,16,2024-03-11
1221,YJBI-68439326,640,16,2024-03-11
1222,YJBI-68439326,1041,15,2024-03-11
1223,YJBI-68439326,561,32,2024-03-11
1224,YJBI-68439326,1476,8,2024-03-11
1225,YJBI-68439326,478,18,2024-03-11
1226,YJBI-68439326,242,24,2024-03-11
1227,YJBI-68439326,427,30,2024-03-11
1228,YJBI-68439326,1527,12,2024-03-11
1229,YJBI-68439326,237,15,2024-03-11
1230,YJBI-68439326,586,17,2024-03-11
1231,YJBI-68439326,954,4,2024-03-11
